date,score,direction,adx_score,ma_score,rsi_score,bb_score,vix_score,vol_score,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d,fwd_ret_60d
2021-10-28,74.5,bull,60,100.0,80,100,60,40,0.018196800584014294,0.011498100381283516,-0.00039156663622796906,-0.05220796416368545
2021-10-29,74.5,bull,60,100.0,80,100,60,40,0.020009185927887918,0.016821677432707016,0.010833012257021934,-0.05546767335841296
2021-11-01,74.5,bull,60,100.0,80,100,60,40,0.019080314571295665,0.014983707977185734,-0.010115574513408943,-0.062241157497738286
2021-11-02,74.5,bull,60,100.0,80,100,60,40,0.011791022601085555,0.015170656707267804,-0.025398133255922217,-0.04293129666029816
2021-11-03,77.5,bull,60,100.0,80,100,90,40,-0.0029738559455170233,0.006029326609426011,-0.01790976848555037,-0.031116370959115458
2021-11-04,71.5,bull,60,100.0,40,100,90,40,-0.006578983747433265,0.005230697931706718,-0.030262407114291734,-0.028529552582572948
2021-11-05,64.0,bull,60,100.0,40,70,60,40,-0.003124980185625681,9.157489168232225e-05,-0.022535219173225318,-0.023022717745291077
2021-11-08,64.0,bull,60,100.0,40,70,60,40,-0.004019905532012258,-0.003990099990840212,-0.0031797423679640335,-0.047697693300358224
2021-11-09,70.0,bull,60,100.0,80,70,60,40,0.003340249152926633,0.0011632667013499187,0.0034064267515074853,-0.039425903600394885
2021-11-10,73.0,bull,60,100.0,100,70,60,40,0.00903003658292345,0.01178253010415009,0.0044634234865856826,-0.03504411618519576
2021-11-11,73.0,bull,60,100.0,100,70,60,40,0.011887891926918526,-0.011754512453389432,0.013496742442661303,-0.02747312587398998
2021-11-12,70.0,bull,60,100.0,80,70,60,40,0.0032266382579302366,-0.005889592352914197,-0.0029639818749369606,-0.020429849318235216
2021-11-15,70.0,bull,60,100.0,80,70,60,40,2.9925840222766453e-05,-0.02472875406110331,-0.010401888393507863,-0.038165143507437715
2021-11-16,67.0,bull,60,100.0,80,50,60,40,-0.002169734996093964,-0.039962532107434945,0.001903932331772884,-0.060043772785774996
2021-11-17,67.0,bull,60,100.0,80,50,60,40,0.0027278608380658653,-0.023795623508965913,-0.004265602043490024,-0.06121138932408121
2021-11-18,67.0,bull,60,100.0,80,50,60,40,-0.023364647970326224,-0.035308417380235935,-0.017833816196082153,-0.049626576223225194
2021-11-19,67.0,bull,60,100.0,80,50,60,40,-0.009086910437978934,-0.022624722208422043,-0.02765880137052501,-0.0474568104382076
2021-11-22,67.0,bull,60,100.0,100,30,60,40,-0.024757938999199314,0.000813603984125777,-0.007198461086258767,-0.06463464822706178
2021-11-23,67.0,bull,60,100.0,100,30,60,40,-0.03787497577174914,0.0022405536886587196,0.0012492512923989452,-0.07287399831406771
2021-11-24,61.0,bull,60,100.0,80,10,60,40,-0.02645132880307499,-0.007233873287781467,0.005175004855331844,-0.08437808651110912
2021-11-26,64.5,bear,60,100.0,100,10,65,40,-0.012229507548633944,0.025551601514254063,0.04278260644082943,-0.08033746159050226
2021-11-29,49.0,bear,60,100.0,10,10,45,40,-0.013661956747818005,0.0029429432138243783,0.028157352328662233,-0.07874297788974671
2021-11-30,64.5,bear,60,100.0,100,10,65,40,0.02622071381650981,0.01469013438800082,0.0494985895760347,-0.03992776388356689
2021-12-01,68.67,bear,60,83.33,100,50,80,40,0.041694715811581684,0.043609198431714624,0.05887161184181333,-0.030821817766355397
2021-12-02,59.67,bear,60,83.33,50,50,65,40,0.019739594006806804,0.020006078579238196,0.04131001596880535,-0.05917290997632685
2021-12-03,71.67,bear,60,83.33,100,70,80,40,0.03824887395565546,0.018114184366260222,0.056876468914290434,-0.03346754953492337
2021-12-06,62.67,bear,60,83.33,50,70,65,40,0.01683489760457002,-0.00515061028909769,0.043964422665875524,-0.04969427057745113
2021-12-07,67.67,bull,60,83.33,100,70,40,40,-0.011235964420974076,-0.008005551721608772,0.002950888808876062,-0.07635992592148078
2021-12-08,65.5,bull,30,100.0,100,70,60,40,0.0018378538271086597,-0.000989086295312469,-0.0010976230146868549,-0.10638114896867268
2021-12-09,56.0,bull,30,100.0,50,70,40,40,0.0002613261012887058,0.012499296469963506,0.0020524246521946843,-0.10642855932322193
2021-12-10,65.5,bull,30,100.0,100,70,60,40,-0.019392931785886303,0.016801694718367566,-0.008856070283186357,-0.09213461210250506
2021-12-13,56.0,bull,30,100.0,50,70,40,40,-0.021621511953868522,0.02514042227969715,0.009445253952316213,-0.08769603927023606
2021-12-14,56.0,bull,30,100.0,50,70,40,40,0.0032671219655289185,0.034304517219956976,0.019909034355620303,-0.09274308432666545
2021-12-15,58.0,bull,0,100.0,100,70,60,40,-0.0028217541507560284,0.014624644390864194,-0.01079021867920793,-0.11396121389130764
2021-12-16,48.5,bull,0,100.0,50,70,40,40,0.0122347731031196,0.02088608865864927,-0.001246570075875586,-0.0870097336843545
2021-12-17,45.0,bull,0,100.0,10,70,40,65,0.03691042791499721,0.03807262991052274,-0.009420831778605532,-0.05687096715220674
2021-12-20,41.67,bull,0,83.33,10,70,40,65,0.047795341787360224,0.04936931505707198,-0.0077189359406241165,-0.03422710430071496
2021-12-21,47.67,bull,0,83.33,50,70,40,65,0.03093632251560474,0.011044860734351625,-0.035812381985718234,-0.04003025534617366
2021-12-22,50.5,bull,0,100.0,50,70,60,40,0.017495767295607312,-0.00010864417784173241,-0.06358273150176919,-0.050117507255507676
2021-12-23,58.0,bull,0,100.0,100,70,60,40,0.008546748032581375,-0.0103179052609631,-0.06679521384589915,-0.04532155978384067
2021-12-27,58.0,bull,0,100.0,100,70,60,40,0.0011208316207818037,-0.02523379448994778,-0.09073732233753828,-0.06990950288498476
2021-12-28,62.5,bull,0,100.0,100,100,60,40,0.0015021762427638308,-0.015310261878541565,-0.09118010863616166,-0.0556143900832905
2021-12-29,62.5,bull,0,100.0,100,100,60,40,-0.01929455907879507,-0.01391803151264337,-0.09733871206813804,-0.05215874554957034
2021-12-30,62.5,bull,0,100.0,100,100,60,40,-0.01730170487120508,-0.025048537122149495,-0.07258829944990408,-0.04252384247865937
2021-12-31,62.5,bull,0,100.0,100,100,60,40,-0.018704788181950538,-0.021679851435340014,-0.052585165027393854,-0.02823646466595031
2022-01-03,58.0,bull,0,100.0,100,70,60,40,-0.0263251200837189,-0.04575157876306013,-0.05212485958208779,-0.040468556821981916
2022-01-04,58.0,bull,0,100.0,100,70,60,40,-0.01678722075710215,-0.05440243980699122,-0.04259068550305234,-0.054892601431980936
2022-01-05,44.5,bull,0,100.0,10,70,60,40,0.005482306247940549,-0.046345364622135676,-0.04747076595017985,-0.03291513223309794
2022-01-06,44.5,bull,0,100.0,10,70,60,40,-0.007883225491837287,-0.06348098416326053,-0.041634997000263074,-0.024150013880931742
2022-01-07,44.5,bull,0,100.0,10,70,60,40,-0.003031771904682512,-0.05706611131509687,-0.04129964461244007,-0.03247994452609093
2022-01-10,44.5,bull,0,100.0,10,70,60,40,-0.01995168929592961,-0.06719921913307969,-0.03185027027354803,-0.04049858469961698
2022-01-11,50.5,bull,0,100.0,50,70,60,40,-0.038257455399281826,-0.0770494946990723,-0.026710753952890465,-0.04516374066589057
2022-01-12,50.5,bull,0,100.0,50,70,60,40,-0.05154508492891985,-0.0845981198535265,-0.04702783647818887,-0.050370858607798996
2022-01-13,39.17,bull,0,83.33,10,70,40,40,-0.05603953093020286,-0.04876115800414038,-0.05159650389087134,-0.05290801118837085
2022-01-14,41.17,bull,0,83.33,10,70,60,40,-0.05419865737712182,-0.031590184089938744,-0.056012989976351735,-0.05691795721186732
2022-01-18,39.17,bull,0,83.33,10,70,40,40,-0.04820938857922952,-0.006678848690958694,-0.023167466420935257,-0.028515815313570503
2022-01-19,35.83,bull,0,66.67,10,70,40,40,-0.04033515987991931,0.012491312161939216,-0.012740582555898383,-0.03092374825112154
2022-01-20,38.83,bull,0,66.67,10,100,25,40,-0.03484934750127744,-0.0011800931766019485,-0.022858886279167545,-0.0203090615448982
2022-01-21,57.5,neutral,30,50.0,80,100,65,40,0.007710463694771796,0.023326795071511697,-0.01115745664390766,0.014613664667439519
2022-01-24,57.5,neutral,30,50.0,80,100,65,40,0.02390404017030212,0.016720649126998666,-0.023892746922977603,0.01118341495841535
2022-01-25,66.5,bear,60,50.0,80,100,80,40,0.04363411383757687,0.037895496642572635,-0.03005892170037916,0.008541348866454967
2022-01-26,66.5,bear,60,50.0,80,100,80,40,0.05504679324841,0.05454110535403944,-0.014076083521904592,-0.017965895420600453
2022-01-27,60.5,bear,60,50.0,40,100,80,40,0.03488497286667913,0.04104239262576792,0.013438115217186297,-0.007024056360383613
2022-01-28,68.0,bear,60,50.0,100,100,65,40,0.015496843527338822,-0.002980687669126292,-0.013066812950335405,-0.05791033015297098
2022-01-31,58.5,bear,60,50.0,50,100,45,40,-0.007015687761236511,-0.02521949435576676,-0.04634873893877556,-0.07343288372232837
2022-02-01,58.5,bear,60,50.0,50,100,45,40,-0.0054986868663219335,-0.016599483166393036,-0.03519159594446064,-0.056975202425780025
2022-02-02,52.5,bear,60,50.0,10,100,45,40,-0.00047930375942251136,-0.024920603678031283,-0.04922008075284201,-0.09967571190705449
2022-02-03,66.0,bear,60,50.0,100,100,45,40,0.0059498590863025225,-0.021704406324371206,-0.03318186869349449,-0.07192950945369891
2022-02-04,54.0,bear,60,50.0,50,70,45,40,-0.018195557489162795,-0.03369818114946321,-0.06653437610697954,-0.07222478690388556
2022-02-07,61.5,bear,60,50.0,100,70,45,40,-0.018332421137135846,-0.03994548166681655,-0.06984366488997129,-0.04096911607861775
2022-02-08,54.0,bear,60,50.0,50,70,45,40,-0.01116217359743088,-0.065473276030943,-0.05388875342139421,-0.08286334271910689
2022-02-09,45.5,bear,60,50.0,10,70,20,40,-0.024453020343188525,-0.06506829229089861,-0.0714295370345237,-0.10111665865669917
2022-02-10,54.0,bear,60,50.0,50,70,45,40,-0.027490699621740555,-0.02651599743114863,-0.06655521534511466,-0.11386122781904773
2022-02-11,63.5,bear,60,50.0,100,70,65,40,-0.015789930243801376,-0.010116278748532381,-0.05556693141791558,-0.0945064714413979
2022-02-14,66.0,bear,60,50.0,100,70,65,65,-0.022016679571629227,-0.021675899816076538,-0.031628842924049994,-0.10598022989321787
2022-02-15,58.5,bear,60,50.0,50,70,65,65,-0.054924175616438586,-0.01890594163803294,-0.025320553108848287,-0.12099782990713626
2022-02-16,56.5,bear,60,50.0,50,70,45,65,-0.04163333267865599,-0.024920511259359124,-0.014154124139917679,-0.1008086901870413
2022-02-17,66.0,bear,60,50.0,100,70,65,65,0.0010022548783983343,-0.011732100648639832,0.018916766583745526,-0.08498348860053517
2022-02-18,63.5,bear,60,50.0,100,70,65,40,0.005764675316392909,-0.03398130306385705,0.025825112171062647,-0.05979024724229065
2022-02-22,66.83,bear,60,66.67,100,70,65,40,0.00034845150058737673,-0.031142172295655635,0.04805148461663755,-0.08852522666361773
2022-02-23,69.83,bear,60,66.67,80,100,80,40,0.03811147534315462,0.01239613840078091,0.05460661090403507,-0.07684533450183406
2022-02-24,72.83,bear,60,66.67,100,100,80,40,0.017438859247900895,-0.006803967275013423,0.05396972285227197,-0.0903164292794314
2022-02-25,63.83,bear,60,66.67,50,100,65,40,-0.012721605236129307,-0.041129816009620734,0.03612834770806317,-0.09371327506082283
2022-02-28,72.83,bear,60,66.67,100,100,80,40,-0.03951816896705662,-0.045915143055309526,0.0460866131737947,-0.0988719476560671
2022-03-01,72.83,bear,60,66.67,100,100,80,40,-0.031479654663337575,-0.0101734620521996,0.07555055889296325,-0.07605899387927728
2022-03-02,65.33,bear,60,66.67,50,100,80,40,-0.024771267395799934,-0.006538222728129872,0.04922106132106441,-0.07493376288481923
2022-03-03,65.33,bear,60,66.67,50,100,80,40,-0.023827305496111006,0.011041548144292035,0.03825376313668061,-0.04703803354091818
2022-03-04,71.67,bear,60,83.33,100,70,80,40,-0.028774265621690165,0.03101271148491369,0.050126185406257795,-0.04544377851917647
2022-03-07,75.17,bear,60,83.33,100,70,90,65,-0.0066601718862013826,0.06191020466229458,0.09082174082432104,-0.023769989930068403
2022-03-08,72.17,bear,60,83.33,80,70,90,65,0.021998704223122667,0.08173919294220733,0.08497851806114887,0.0014672905314863094
2022-03-09,74.17,bear,60,83.33,100,70,80,65,0.018696172557366664,0.04169363246478919,0.047516532745096596,-0.03958499265731308
2022-03-10,80.42,bear,85,83.33,100,70,80,65,0.03571996413823486,0.06119002505531901,0.0565063528995311,-0.03241910898805833
2022-03-11,77.92,bear,85,83.33,100,70,80,40,0.06155827115194179,0.08057207848112524,0.06754252721729137,-0.010377417984032578
2022-03-14,77.92,bear,85,83.33,100,70,80,40,0.06903012907345185,0.09642932235998969,0.05737206297433728,-0.013740314927849662
2022-03-15,76.42,bear,85,83.33,100,70,65,40,0.05845456405396976,0.08660509458848598,0.03167192431913035,-0.05739190271880468
2022-03-16,56.67,bear,60,83.33,10,70,65,40,0.022575386584293256,0.05612624997240867,0.020360907246324444,-0.10486793292964613
2022-03-17,56.67,bear,60,83.33,10,70,65,40,0.02459164812785697,0.026915031377627185,-0.00432491062633511,-0.1500656329204989
2022-03-18,66.83,bull,60,66.67,100,70,40,65,0.01791122338348039,0.018538543422821796,-0.01600453805985902,-0.16303395777241214
2022-03-21,66.83,bull,60,66.67,100,70,40,65,0.025629954237384345,0.02722597074130273,0.0002308324514308513,-0.15045126157213207
2022-03-22,68.0,bull,60,50.0,100,100,40,65,0.02659587996550128,0.0029945527906138913,-0.011561209756469237,-0.18725906480210508
2022-03-23,68.0,bull,60,50.0,100,100,40,65,0.032810161312590624,0.005589839563989285,-0.014043246062513282,-0.17534964575220402
2022-03-24,68.83,bull,60,66.67,100,100,40,40,0.0022676187669650183,-0.004413603638560248,-0.05494946252077282,-0.16711136134038396
2022-03-25,64.67,bull,30,83.33,100,100,40,40,0.000616281680495101,-0.01205801216162139,-0.05435542084440048,-0.17238824843051848
2022-03-28,66.67,bull,30,83.33,100,100,60,40,0.0015561328891813275,-0.03562223171994727,-0.08749165614179999,-0.17042653856476564
2022-03-29,63.67,bull,30,83.33,80,100,60,40,-0.022989890798782997,-0.05055486169072276,-0.09664913362128813,-0.15542363162703732
2022-03-30,70.0,bull,30,100.0,100,100,60,40,-0.026355590570494747,-0.03386464707890602,-0.06843098392097113,-0.15260134451991325
2022-03-31,68.0,bull,30,100.0,100,100,40,40,-0.0066661062179628194,-0.030421155645227294,-0.08795671180434306,-0.15646709303879602
2022-04-01,70.0,bull,30,100.0,100,100,60,40,-0.012666487717779784,-0.033914358671786826,-0.08589793619086561,-0.15993229158442912
2022-04-04,70.0,bull,30,100.0,100,100,60,40,-0.03712060002256734,-0.026279649326224397,-0.08884838086839908,-0.17397400409387198
2022-04-05,60.5,bull,30,100.0,50,100,40,40,-0.028213598439095322,-0.014512304684591637,-0.04971143074370221,-0.15464562728501463
2022-04-06,60.5,bull,30,100.0,50,100,40,40,-0.007712319236558907,-0.019523949879023395,-0.0745968763467193,-0.14499849902940865
2022-04-07,48.5,bull,0,100.0,50,70,40,40,-0.023914465796409212,-0.05075989293034289,-0.08374500755715608,-0.14557762604392377
2022-04-08,48.5,bull,0,100.0,50,70,40,40,-0.021520459591098606,-0.04281365627077549,-0.1107417136885489,-0.1304864438054103
2022-04-11,42.5,bull,0,100.0,10,70,40,40,0.01125888735037539,-0.053785379679957446,-0.09325256856335407,-0.11629381042820064
2022-04-12,42.5,bull,0,100.0,10,70,40,40,0.014099079522512659,-0.04854864180214524,-0.10512234207101101,-0.12348525612654171
2022-04-13,39.17,bull,0,83.33,10,70,40,40,-0.01190343372335012,-0.035777944298958086,-0.11615862577273495,-0.14118455197847368
2022-04-14,35.83,bull,0,66.67,10,70,40,40,-0.027503150280612898,-0.05934077098949486,-0.08393680363680667,-0.1345014753184296
2022-04-18,44.5,neutral,0,50.0,100,70,45,20,-0.021761514472523946,-0.05380845682336166,-0.08736498631726441,-0.1369199708122396
2022-04-19,31.0,neutral,0,50.0,10,70,45,20,-0.06432009433386232,-0.06425739330484326,-0.08367151401428186,-0.13424963282146096
2022-04-20,31.0,neutral,0,50.0,10,70,45,20,-0.06177672634724751,-0.03571746884961868,-0.12014267234894649,-0.14095910260798428
2022-04-21,37.0,neutral,0,50.0,50,70,45,20,-0.024162122803009,-0.05616957850311666,-0.11217756942042734,-0.10400672755577323
2022-04-22,52.08,bear,0,66.67,100,85,65,20,-0.032738019375660454,-0.03474896854984311,-0.08671319598953209,-0.07300935406273346
2022-04-25,54.33,bear,0,66.67,100,100,65,20,-0.03275984621843797,-0.07096638795861177,-0.07503750090640926,-0.06917175449232327
2022-04-26,58.17,bear,0,83.33,80,100,80,40,6.701119543062184e-05,-0.04171060987204722,-0.05597820557350708,-0.05115211307466783
2022-04-27,63.67,bear,30,83.33,80,100,80,20,0.027775113056163425,-0.05946042304886945,-0.04905161196207153,-0.05189339168490148
2022-04-28,67.17,bear,30,83.33,100,100,65,40,-0.032799972667638455,-0.08336324708454812,-0.053564994077988315,-0.08546937636661811
2022-04-29,63.67,bear,30,83.33,80,100,80,20,-0.0020790119062517043,-0.026147654632788453,0.006367498354149959,-0.02621536757670262
2022-05-02,72.0,bear,30,100.0,100,100,80,40,-0.039500574485870965,-0.03546483768100883,-0.005590338578870702,-0.019962062076435694
2022-05-03,70.5,bear,30,100.0,100,100,65,40,-0.04177482168673774,-0.020747287310134532,-0.017782386778840364,-0.010822693826250118
2022-05-04,63.0,bear,30,100.0,50,100,65,40,-0.08487803897647572,-0.08755235190106492,-0.02868493568795205,-0.04221694546045829
2022-05-05,72.0,bear,30,100.0,100,100,80,40,-0.05227799109597675,-0.05934115879469526,-0.009243134470533265,-0.013427036344946686
2022-05-06,72.0,bear,30,100.0,100,100,80,40,-0.02411878596973216,-0.05383493593539068,-0.0004631362053857391,0.007719489377827182
2022-05-09,69.0,bear,30,100.0,80,100,80,40,0.004201706630591495,-0.004382094355931732,0.04245301860110029,0.04026316422091125
2022-05-10,69.0,bear,30,100.0,80,100,80,40,0.02194425157311919,-0.014888608648327861,0.028672465803502245,0.036025516006814806
2022-05-11,76.5,bear,60,100.0,80,100,80,40,-0.002922356842576579,0.011066850711949128,0.021000345131435116,0.05206372529647152
2022-05-12,76.5,bear,60,100.0,80,100,80,40,-0.0074527842894422935,0.03250824594560875,-0.00743495555364504,0.04895323578509303
2022-05-13,78.0,bear,60,100.0,100,100,65,40,-0.03045058101173459,0.03338817546789197,-0.06815793102875023,0.0463109942795874
2022-05-16,78.0,bear,60,100.0,100,100,65,40,-0.008547885280263623,0.030972949737065214,-0.06799634447839409,0.0497154471371386
2022-05-17,78.0,bear,60,100.0,100,100,65,40,-0.036041946676395265,0.003027717455231782,-0.07309148055908998,0.046785722175815225
2022-05-18,75.0,bear,60,100.0,100,70,80,40,0.014030208831306679,0.06451593835083247,-0.06547677603304203,0.09518110844529781
2022-05-19,73.5,bear,60,100.0,100,70,65,40,0.04026108743496226,0.053258441987287686,-0.05792415098203518,0.10367391020799333
2022-05-20,73.5,bear,60,100.0,100,70,65,40,0.06584373651241293,0.05640855042853321,-0.03500575814561868,0.09552564269359443
2022-05-23,73.5,bear,60,100.0,100,70,65,40,0.03986156712016364,0.047041252162629776,-0.05381820885105382,0.07800949591066364
2022-05-24,73.5,bear,60,100.0,100,70,65,40,0.04053046083999168,0.04421944039451198,-0.03697849557075927,0.07281528801926518
2022-05-25,73.5,bear,60,100.0,100,70,65,40,0.0497872046412815,0.009824765209631048,-0.016837028540067633,0.040027912094574125
2022-05-26,66.0,bear,60,100.0,50,70,65,40,0.01249431965620662,-0.03868560048416114,-0.0388704278760138,0.017469858605240196
2022-05-27,60.0,bear,60,100.0,10,70,65,40,-0.008852316489425416,-0.09826521040911329,-0.08096939247606527,-0.004201348132637617
2022-05-31,52.5,bear,30,100.0,10,70,65,40,0.006904462352955276,-0.09599601448389117,-0.0758248930032851,0.01620711165530664
2022-06-01,52.5,bear,30,100.0,10,70,65,40,0.0035452874215160524,-0.0758894262737253,-0.07701350549967201,-0.010623658894250876
2022-06-02,47.17,bear,30,83.33,10,70,45,40,-0.038067180905777986,-0.12211438993131618,-0.0841524798497848,-0.03500503324301829
2022-06-03,47.17,bear,30,83.33,10,70,45,40,-0.05054835286161996,-0.10556059988424449,-0.06745708788263771,-0.029786767510984302
2022-06-06,41.67,bear,0,83.33,10,70,65,40,-0.09021147444243005,-0.08653310174086504,-0.06705199066095202,-0.04038165604727295
2022-06-07,39.67,bear,0,83.33,10,70,45,40,-0.10219487616172285,-0.09632806807311711,-0.06202352684925949,-0.046586151767506245
2022-06-08,39.67,bear,0,83.33,10,70,45,40,-0.07915408969667803,-0.07775945632135917,-0.05257585717663471,-0.04653078497020502
2022-06-09,55.17,bear,0,83.33,100,70,65,40,-0.08737326282793734,-0.02640239640405706,-0.04066636482939079,-0.027285972265525316
2022-06-10,58.5,bear,0,100.0,100,70,65,40,-0.05794107281653571,-0.00019226529005056392,-0.021036401289454165,0.020254509925977215
2022-06-13,69.0,bear,30,100.0,80,100,80,40,0.004043107379608557,0.019180604023157466,0.013908078427532278,0.06842009927542336
2022-06-14,69.0,bear,30,100.0,80,100,80,40,0.00653461194732774,0.022313089105564066,0.014696880355616448,0.08884537694978589
2022-06-15,70.5,bear,30,100.0,100,100,65,40,0.0015145132966485342,-0.001216390395160305,0.019306098977447395,0.08454380271220985
2022-06-16,76.5,bear,60,100.0,80,100,80,40,0.0668081088800987,0.04324243346301282,0.04474785090175226,0.07252157088079247
2022-06-17,76.5,bear,60,100.0,80,100,80,40,0.0613006319032936,0.04260044000373364,0.0712547613645762,0.07379094474574877
2022-06-21,79.5,bear,60,100.0,100,100,80,40,0.015076540571106856,0.021326564889258437,0.05182489893376263,0.03627295471376568
2022-06-22,78.0,bear,60,100.0,100,100,65,40,0.015676040317888162,0.037961277773351565,0.06358166473588622,0.030171145642004404
2022-06-23,78.0,bear,60,100.0,100,100,65,40,-0.002726773956394979,0.02730697464706111,0.04370698210815882,0.027441338726763576
2022-06-24,70.5,bear,60,100.0,50,100,65,40,-0.022089891538061512,-0.014650784238426917,0.01408582824876059,-0.014267323168993706
2022-06-27,63.0,bear,30,100.0,50,100,65,40,-0.01762007044697944,-0.02084814437392879,0.005369064162163317,-0.028250529535455482
2022-06-28,70.5,bear,30,100.0,100,100,65,40,0.006157195116178071,-0.005173298603615706,0.05287384857244293,-0.016632009991139785
2022-06-29,70.5,bear,30,100.0,100,100,65,40,0.02194128498737502,-0.007449976754783649,0.06640773439182168,-0.032889679584255815
2022-06-30,66.0,bear,30,100.0,100,70,65,40,0.03011586776735853,0.020547483133736444,0.09111639173021002,-0.03443243420344877
2022-07-01,66.0,bear,30,100.0,100,70,65,40,0.007607148382313911,0.0014430178359812196,0.0766730710023491,-0.04654239906789093
2022-07-05,58.5,bear,30,100.0,50,70,65,40,-0.00328597300274458,0.027483511670818084,0.06780830354315803,-0.02932352401233307
2022-07-06,58.5,bear,30,100.0,50,70,65,40,-0.011261156581487852,0.029861491018605912,0.08064587406491963,-0.05321348405353632
2022-07-07,52.5,bear,30,100.0,10,70,65,40,-0.02876022543948964,0.02468337452577818,0.06388524035960419,-0.08122748063638141
2022-07-08,50.5,bear,30,100.0,10,70,45,40,-0.009288648911272679,0.015964076820107254,0.06303824351077458,-0.056662843275611
2022-07-11,48.0,bear,0,100.0,50,50,65,40,-0.006117593107818786,0.02916388629281763,0.07410437652749025,-0.016474550355354722
2022-07-12,55.5,bear,0,100.0,100,50,65,40,0.030870925701989016,0.026775426493298005,0.079519786878816,-0.009301356205373978
2022-07-13,55.5,bear,0,100.0,100,50,65,40,0.04159101048150826,0.058349003996958304,0.10743920004063678,-0.015061368444353462
2022-07-14,63.0,bear,30,100.0,100,50,65,40,0.05502616487205869,0.07441207940847372,0.10998637329443972,-0.039763816652406136
2022-07-15,46.0,bear,0,100.0,50,50,45,40,0.02548948864230627,0.06914808939588157,0.1079401318405917,-0.06491318641643384
2022-07-18,48.0,bear,0,100.0,50,50,65,40,0.03549864567072847,0.07512165128369719,0.1217197298708661,-0.06317397016231174
2022-07-19,37.0,bear,0,100.0,10,30,45,40,-0.003972853542166033,0.03924616931980429,0.09360916388924756,-0.09136099552226828
2022-07-20,33.67,bear,0,83.33,10,30,45,40,0.01608884230644736,0.049311857457728925,0.0793303226005333,-0.07323164660367765
2022-07-21,36.67,bear,0,83.33,10,50,45,40,0.01837481873140656,0.03825754063002007,0.07121626593992958,-0.10399727125632774
2022-07-22,36.67,bear,0,83.33,10,50,45,40,0.042573425897691974,0.046334479500501624,0.06735866437548266,-0.07160687394634424
2022-07-25,34.67,bear,0,83.33,10,50,45,20,0.03826466193715139,0.04366699107229066,0.04314520945949818,-0.06223091981334272
2022-07-26,34.67,bear,0,83.33,10,50,45,20,0.04339141058119722,0.051368935236066005,0.052965386581253604,-0.057609603015973065
2022-07-27,34.67,bear,0,83.33,10,50,45,20,0.03269695893507474,0.0463837504058533,0.029118107615164757,-0.08893259251560026
2022-07-28,34.33,bear,0,66.67,10,70,45,20,0.019523972444037474,0.03311047461933936,0.03110923641989749,-0.07849857137059157
2022-07-29,36.58,bear,0,66.67,10,85,45,20,0.0036074711952025496,0.036283133112672505,-0.01758475222471556,-0.0806117604388501
2022-08-01,36.58,bear,0,66.67,10,85,45,20,0.005203229324072245,0.04334214507868084,-0.021371130180437237,-0.06301119128806154
2022-08-02,36.58,bear,0,66.67,10,85,45,20,0.007645764162870439,0.052310026415612665,-0.025672244701690272,-0.06369536674712017
2022-08-03,43.0,neutral,30,50.0,10,100,45,20,0.013253444151605231,0.028607763201621506,-0.04817370303467017,-0.08371977069228986
2022-08-04,43.0,neutral,30,50.0,10,100,45,20,0.013326319480974957,0.0317442676986579,-0.04457912358127958,-0.060424737918421734
2022-08-05,43.0,neutral,30,50.0,10,100,45,20,0.03255820911591689,0.02009317793390286,-0.053297903054757234,-0.06591011866752094
2022-08-08,45.0,neutral,30,50.0,10,100,45,40,0.037941497442516736,-0.0004999502880287388,-0.05600646220244909,-0.068588367540241
2022-08-09,45.0,neutral,30,50.0,10,100,45,40,0.044325360996131824,0.001518450176416275,-0.034590934615559066,-0.08800070213515176
2022-08-10,42.5,neutral,30,50.0,10,100,20,40,0.015153483206634899,-0.016500297127121644,-0.04846761499932961,-0.11646611938989893
2022-08-11,58.0,bull,60,50.0,80,70,40,40,0.01817573259827765,-0.001937099902291961,-0.03325432203302292,-0.10380126986757598
2022-08-12,60.0,bull,60,50.0,80,70,60,40,-0.01207198884476135,-0.05198182197136192,-0.03965743022243284,-0.11059188680668064
2022-08-15,63.33,bull,60,66.67,80,70,60,40,-0.037036237423077156,-0.06202497959500908,-0.08481226669763442,-0.10914934453476333
2022-08-16,63.33,bull,60,66.67,80,70,60,40,-0.04099001366670263,-0.07410579502214465,-0.0834317033474915,-0.12929250713106988
2022-08-17,63.33,bull,60,66.67,80,70,60,40,-0.031181275400611885,-0.07464601083439559,-0.08719851428626268,-0.07432544360175908
2022-08-18,63.33,bull,60,66.67,80,70,60,40,-0.019753792844034557,-0.07397510572089683,-0.09580649941297836,-0.06788700687328308
2022-08-19,64.33,bull,60,66.67,100,70,40,40,-0.04039751143398784,-0.07194546790059542,-0.07770879592864932,-0.06414361229603893
2022-08-22,56.83,bull,60,66.67,50,70,40,40,-0.025949826092169004,-0.05553427629184793,-0.06816359796870741,-0.035345722348796516
2022-08-23,53.83,bull,60,66.67,50,50,40,40,-0.034531216387076125,-0.036054637621118824,-0.08205914419950988,-0.041160342819744344
2022-08-24,50.5,bull,60,50.0,50,50,40,40,-0.04486364097861195,-0.03250363754948682,-0.09244175056604742,-0.04690189506334508
2022-08-25,58.33,bull,60,66.67,100,30,40,40,-0.05531397365379975,-0.03137800446010475,-0.12047527162847316,-0.05567357512350868
